Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The O.R.B.,Chase Creek > Southern Arizona > Arizona,https://www.mountainproject.com/route/119342448/the-orb,3,-1,Sport,5.9,2,150,33.14059,-109.37814
Mauled by Jesus,Peanut Butter Cabal Wall > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116378666/mauled-by-jesus,2.4,-1,Sport,5.1,1,,31.70898,-110.49397
Charity Cockfight,Peanut Butter Cabal Wall > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116378640/charity-cockfight,2,-1,Sport,5.10c,1,,31.70898,-110.49397
Jeff-Detector,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380714/jeff-detector,0,-1,Sport,5.9 PG13,1,80,31.70926,-110.49618
Paraglider paranoia,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116579439/paraglider-paranoia,2.8,-1,Sport,5.10b,1,100,31.70926,-110.49618
The Biscuiteer,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380430/the-biscuiteer,2.3,-1,Sport,5.10c,1,90,31.70926,-110.49618
Greatest 5.8 in the State,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116381331/greatest-58-in-the-state,2.1,-1,Sport,5.10c,1,80,31.70926,-110.49618
Quailin with Cheney,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116579142/quailin-with-cheney,2.3,-1,Sport,5.10+,1,100,31.70926,-110.49618
Desert Snow Storm,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380731/desert-snow-storm,1,-1,Sport,5.10d PG13,1,90,31.70926,-110.49618
Swifting,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380395/swifting,3.3,-1,Sport,5.11a,1,90,31.70926,-110.49618
Breakfast is a Feeling,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/118246644/breakfast-is-a-feeling,2.8,-1,Sport,5.11a,1,70,31.70926,-110.49618
It’s Not Me It’s You,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116379881/its-not-me-its-you,3,-1,Sport,5.11a/b,1,110,31.70926,-110.49618
Hands-free waffles,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/118246636/hands-free-waffles,3,-1,Sport,5.11b,1,90,31.70926,-110.49618
Neology,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380407/neology,3.5,-1,Sport,5.11,1,105,31.70926,-110.49618
Georgia the Goat Memorial Sport Route,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116379104/georgia-the-goat-memorial-sport-route,4,-1,Sport,5.11c,1,110,31.70926,-110.49618
Glory Box,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380138/glory-box,2.8,-1,Sport,5.11c,1,95,31.70926,-110.49618
Tanglehead,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380121/tanglehead,3,-1,Sport,5.11d,1,100,31.70926,-110.49618
King of Snake,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380203/king-of-snake,3,-1,Sport,5.12a,1,90,31.70926,-110.49618
Double Bypass,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116379072/double-bypass,1,-1,Sport,5.12a/b,1,100,31.70926,-110.49618
Tea leaf dancers,Main Ampitheater > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/118269690/tea-leaf-dancers,4,-1,Sport,5.12,1,45,31.70926,-110.49618
Postcards to Pinetop,Wall of Northern Arizona > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380324/postcards-to-pinetop,2.9,-1,Sport,5.10a/b,1,110,31.7085,-110.49574
Sombreros from Snowflake,Wall of Northern Arizona > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380250/sombreros-from-snowflake,2.5,-1,Sport,5.10b,1,101,31.7085,-110.49574
Canned Cranberry Sauce,The Great North > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380604/canned-cranberry-sauce,1.3,-1,Sport,5.7+,1,40,31.70976,-110.4962
Smash the patriarchy,The Great North > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380656/smash-the-patriarchy,2.4,-1,Sport,5.9+,1,60,31.70976,-110.4962
Invisible Knapsack,The Great North > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380645/invisible-knapsack,2,-1,Sport,5.10-,1,55,31.70976,-110.4962
Trust,The Great North > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380621/trust,2,-1,Sport,5.10d,1,50,31.70976,-110.4962
Borrowed Stone,Cowpunks > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380682/borrowed-stone,2.2,-1,Sport,5.9+,1,75,31.70829,-110.49471
Cowpunks,Cowpunks > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/116380697/cowpunks,2,-1,Sport,5.10+,1,65,31.70829,-110.49471
Forbes Route (East Approach),West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/108650195/forbes-route-east-approach,3,-1,Trad,5.4,3,,31.77131,-111.59661
Forbes Route (West Approach),West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738350/forbes-route-west-approach,3.1,-1,Trad,5.5,1,60,31.77131,-111.59661
Crystal Line,West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/107526362/crystal-line,2,-1,Trad,5.8,6,800,31.77131,-111.59661
Watcher of the Skies,West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/107526415/watcher-of-the-skies,1,-1,Sport,5.9,1,120,31.77131,-111.59661
I'itoi Dance,West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/106711141/iitoi-dance,2.8,-1,Trad,5.1,9,1000,31.77131,-111.59661
Cloud Man Got Angry,West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/107107070/cloud-man-got-angry,2,-1,"Trad, Sport",5.1,8,1000,31.77131,-111.59661
Born of Water,West Face/ Southwest Arete > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/105821649/born-of-water,2.4,-1,"Trad, Sport",5.10c,9,1000,31.77131,-111.59661
Southeast Arete,East Face > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/106147075/southeast-arete,3.3,-1,Trad,5.6,6,,31.77131,-111.59661
Don's Crack,East Face > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/107526293/dons-crack,2.3,-1,"Trad, Snow",5.8+ Easy Snow,7,900,31.77131,-111.59661
Humungous Woosey,East Face > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/106443008/humungous-woosey,2.3,-1,Trad,5.10 R,8,1000,31.77131,-111.59661
Luca and the Fishes,East Face > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/105965883/luca-and-the-fishes,-1,-1,"Trad, Aid",5.10 A2+ X,9,1000,31.77131,-111.59661
Moonscapes,East Face > Baboquivari Peak > Southern Arizona > Arizona,https://www.mountainproject.com/route/107016239/moonscapes,2,-1,Trad,5.11c R,6,900,31.77131,-111.59661
,Riverside Tower�Climbing,https://www.mountainproject.com/area/112897336/riverside-tower,,,,,,,33.545,-111.542
,Hall Creek�Climbing,,https://www.mountainproject.com/area/112042874/hall-creek,,,,,,34.064,-109.459
Classic Orange,Beardsley Roped Routes > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/105801152/classic-orange,1.6,-1,"Trad, Boulder",5.7 V0,1,15,33.68234,-112.04284
Eggcellent Adventure,The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118701061/eggcellent-adventure,1,-1,Boulder,V0,1,,33.67591,-112.04002
Humpty Dumpty,The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118701074/humpty-dumpty,1,-1,Boulder,V1,1,,33.67591,-112.04002
Brush My Reach,The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118213135/brush-my-reach,2.6,-1,Boulder,V4,1,,33.67591,-112.04002
Poached Egg (Stand Start),The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118701097/poached-egg-stand-start,2.3,-1,Boulder,V4,1,,33.67591,-112.04002
Poached Egg (Sit Start),The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118701090/poached-egg-sit-start,2.5,-1,Boulder,V5,1,,33.67591,-112.04002
Thumb of Power,The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118700854/thumb-of-power,2.8,-1,Boulder,V7,1,,33.67591,-112.04002
Static of Faith,The Egg > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118700903/static-of-faith,2.3,-1,Boulder,V8,1,,33.67591,-112.04002
Wiley Right,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/105801175/wiley-right,1.2,-1,Boulder,V0-,1,15,33.68197,-112.0423
Whales Back,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/105800801/whales-back,2,-1,Boulder,V0,1,10,33.68197,-112.0423
Wiley Left,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/105801180/wiley-left,1.6,-1,Boulder,V0,1,15,33.68197,-112.0423
Das Boot (Jump Start),Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118722018/das-boot-jump-start,1,-1,Boulder,V1,1,12,33.68197,-112.0423
Perforator right,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/105801189/perforator-right,1.3,-1,Boulder,V2,1,12,33.68197,-112.0423
The Gun Fighter,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116742761/the-gun-fighter,2.6,-1,Boulder,V2-3,1,12,33.68197,-112.0423
Das Boot (Hang Start),Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118213375/das-boot-hang-start,2,-1,Boulder,V3,1,,33.68197,-112.0423
The Perforator (V4 Var),Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118716209/the-perforator-v4-var,2,-1,Boulder,V4,1,,33.68197,-112.0423
Fingertip Mantle,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/109892450/fingertip-mantle,2.5,-1,Boulder,V4,1,12,33.68197,-112.0423
Bill’s Problem,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/113913523/bills-problem,3,-1,Boulder,V6-,1,12,33.68197,-112.0423
Das Boot,Wiley Thompson Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/113913481/das-boot,3.3,-1,Boulder,V6-7,1,12,33.68197,-112.0423
No Hands Boulder,No Hands Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118715962/no-hands-boulder,1,-1,Boulder,V-easy,1,5,33.68225,-112.04273
Diamondback,Rattlesnake Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118716084/diamondback,1,-1,Boulder,V0,1,6,33.68199,-112.04256
Afterbite,Rattlesnake Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118702602/afterbite,1,-1,Boulder,V3,1,6,33.68199,-112.04256
Snake Bite,Rattlesnake Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118702528/snake-bite,0,-1,Boulder,V3,1,6,33.68199,-112.04256
Alka Smelser Traverse,Alka Smelser Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/115774104/alka-smelser-traverse,1.3,-1,Boulder,V1-2,1,15,33.68234,-112.04283
Bratens Cave,Alka Smelser Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118700680/bratens-cave,2,-1,Boulder,V2,1,6,33.68234,-112.04283
"Pencil Thin, Right Arete",Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/107406012/pencil-thin-right-arete,2.4,-1,Boulder,V2-3,1,14,33.6824,-112.04303
The Prow,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/107406024/the-prow,2.7,-1,Boulder,V3,1,8,33.6824,-112.04303
Pencil Left,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116743455/pencil-left,2,-1,Boulder,V4,1,10,33.6824,-112.04303
Let it Bleed,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118700803/let-it-bleed,1.8,-1,Boulder,V5,1,12,33.6824,-112.04303
Statamo,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118716254/statamo,2.3,-1,Boulder,V5,1,,33.6824,-112.04303
Pencil Thin Flake,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/106408427/pencil-thin-flake,3.1,-1,Boulder,V5,1,15,33.6824,-112.04303
Pencil Thin,Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/106408423/pencil-thin,2.3,-1,Boulder,V6-7,1,15,33.6824,-112.04303
Fish Out of Water,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116505149/fish-out-of-water,1.5,-1,Boulder,V0-,1,,33.68239,-112.04304
Senseless Shorts,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116996963/senseless-shorts,2,-1,Boulder,V0,1,10,33.68239,-112.04304
The Asscrack,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/110056136/the-asscrack,1.7,-1,Boulder,V0,1,,33.68239,-112.04304
#72,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116504991/72,1,-1,Boulder,V0+,1,,33.68239,-112.04304
Monkey Lust Right,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/112425933/monkey-lust-right,1.5,-1,Boulder,V0-1,1,,33.68239,-112.04304
Double Clutch,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/111161447/double-clutch,2.4,-1,Boulder,V2,1,10,33.68239,-112.04304
#73,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/116504969/73,1,-1,Boulder,V2,1,,33.68239,-112.04304
Monkey Lust Traverse,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/118209312/monkey-lust-traverse,2,-1,Boulder,V3,1,,33.68239,-112.04304
Monkey Lust,Monkey Lust Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/107406025/monkey-lust,2.8,-1,Boulder,V3,1,8,33.68239,-112.04304
